,funding_entity,sum(mean_spend)
34085,"FaithActs for Education, Inc.",2227.5
34086,LACANDIE,2227.5
34087,John Mason Campaign Fund,2227.5
34088,Citizens for Michelle Servadio Elias,2227.5
34089,Brett A Traficant,2227.5
34090,Adam B Irby,2227.5
34091,Mark Michael Orsted,2227.5
34092,Christiaan for Mayor,2227.5
34093,Lawrence Gerard Struempf,2227.5
34094,Committee to Elect Laura Joseph,2227.5
34095,Moffett for School Board,2227.5
34096,Bradley D Garabrandt,2227.5
34097,MELISA MARIE KENNEDY-CHICK,2227.5
34098,HARLAN COUNTY CHAMBER OF COMMERCE,2227.5
34099,Les Anderson,2227.5
34100,Sandra W. Brandt,2227.5
34101,John Austin Birdwell,2227.5
34102,Donald Dale Mowry,2227.5
34103,Mercy Drive Ministries,2227.5
34104,Thomas James Nixon,2227.5
34105,"Sunset French Immersion, Inc",2227.5
34106,Committee to Elect Frances A. Terrazas,2227.5
34107,Keith Laufenberg for 35th District Florida House of Representatives,2227.5
34108,CITISPOON LLC,2227.5
34109,DissDash ,2227.5
34110,League of Women Voters of Ridgewood NJ,2227.5
34111,Amplify Action,2227.5
34112,Christine Gallagher Boyle,2227.5
34113,Sayreville GOP,2227.5
34114,Rank My Vote Florida Inc,2227.5
34115,Friends of Davante Lewis,2227.5
34116,Freund for Humboldt County Auditor,2227.5
34117,Friends of Keith Woods,2227.5
34118,Jacob W Avery,2227.5
34119,Marcie Hutchings Bradberry,2227.5
34120,Cape Ann for Joe Kennedy,2227.5
34121,Max Coolidge for State Representative ,2227.5
34122,Unite 2020 Tees,2227.5
34123, FIVE CITIES DIVERSITY COALITION DBA DIVERSITY COALITION SAN LUIS OBISPO,2227.5
34124,Nazeera LLC,2227.5
34125,"Tahitiana Chaffin, Democrat for Osceola County Commission District 5",2227.5
34126,James Michael Price,2227.5
34127,Justin Aaron Watkins,2227.5
34128,Krystal Levonne James,2227.5
34129,Sean Michael Simons,2227.5
34130,Rebecca Kay Marcus,2227.5
34131,Sean Villasana Campgain,2196.0
34132,The Church of Wells,2196.0
34133,THE CAROL COLE COMPANY,2196.0
34134,Rob Mitchell Campaign,2196.0
34135,Friends of Abdullah Hammoud,2196.0
34136,David Foreman for Sheriff,2196.0
34137,Committee to Elect Brian Corr,2196.0
34138,"Roger Lolly, Republican, for State Representative, District 78",2196.0
34139,WALLACK FOR CONGRESS,2195.0
34140,BLACK ECONOMIC COUNCIL OF MASSACHUSETTS INC,2195.0
34141,Congressman Mike Bost,2194.0
34142,Families for Zack Taylor 2020,2194.0
34143,Reid for Santa Barbara School Board 2020,2193.0
34144,Emma for San Dimas City Council,2193.0
34145,Elect Jeff Entler For Macon County Board,2193.0
34146,Pro-Life San Francisco,2192.0
34147,Dale Randall Ball,2192.0
34148,Bobby Payne for State Representative,2191.0
34149,Joe Kaufman Security Initiative,2191.0
34150,D Magazine Partners,2191.0
34151,Lisa Genevieve Molina Brunner,2190.0
34152,League of Women Voters of Philadelphia,2190.0
34153,SV HOME,2190.0
34154,ST LUCIE COUNTY CHAMBER OF COMMERCE INC,2189.0
34155,SayItLoud.Shop,2189.0
34156,Holl Insurance Investment Corp,2189.0
34157,Mississippi State Medical Association,2189.0
34158,Election Fund of Stephanie Albanese,2188.0
34159,FAIRNESS CAMPAIGN INC,2188.0
34160,Les Femmes Political Action Committee,2188.0
34161,Independent Volunteers of the Black Hills,2188.0
34162,CLUB 20,2188.0
34163,Benjamin Eric Fickel,2188.0
34164,Dulce Vasquez,2187.0
34165,Utsav Chakrabarti,2187.0
34166,Judge Andy Gill for Circuit Judge,2186.0
34167,Reco Mcdaniel Mccambry,2186.0
34168,City of Santa Clarita ,2186.0
34169,Ivan Ramirez for Redlands City Council 2020 #1432783,2185.0
34170,Elsbree for kane,2185.0
34171,Wojcik for Rochester,2185.0
34172,LGBTQ IMPACT,2185.0
34173,Derek Clark Clevenger,2185.0
34174,STEVENSON 2020,2185.0
34175,The 19th,2185.0
34176,Friends of Rae Gallagher,2184.0
34177,Vote Like Mad LLC,2184.0
34178,Jared Michael Schablein,2184.0
34179,Susan Sonne,2183.0
34180,Courtney Quinn Alane Sheehan,2183.0
34181,Run. Win. Local. DBA,2183.0
34182,RHODE ISLAND COALITION FOR ISRAEL,2183.0
34183,Jimmy Clendennen,2182.0
34184,Kaitlin Turner for DA,2182.0
34185,Colorado Fertility Advocates,2181.0
34186,Pierce County Firefighters ,2181.0
34187,Friends of Daniel Winston,2181.0
34188,Friends of Susan R. Donovan,2180.0
34189,Myron Grossman Campaign,2180.0
34190,Slade Joseph Raine,2180.0
34191,Will Thompson Campaign,2180.0
34192,Erin Zwiener for Texas House,2179.0
34193,Paul Basil Paet Mauleon,2179.0
34194,Hindu American Foundation,2179.0
34195,Cory Billy Savage,2179.0
34196,Randy Walker For Commissioner,2179.0
34197,"Sandy Murman, Republican, for Hillsborough County Commission, District 6 ",2178.0
34198,David C Warshaw,2178.0
34199,Committee to Elect Judge Jules D. Edwards III,2178.0
34200,Mark Hammer for County Commissioner; District 3,2178.0
34201,Jeffrey Lee Clothier,2178.0
34202,Krista L Hogan,2178.0
34203,Louise Robertson for City Council 2020,2178.0
34204,Maricopa County Libertarian Party,2178.0
34205,Coll For Assembly,2178.0
34206,Valerie Ann Starkey,2178.0
34207,Hispanic Leadership Alliance,2178.0
34208,Kiersten L Marek,2178.0
34209,Aditya Dargan,2178.0
34210,Kevin Dayton for MPUSD Board 2020,2178.0
34211,Blake Andrew Phillips,2178.0
34212,Jay McGovern for Florida HD-15,2178.0
34213,Christopher Aaron Lievsay,2178.0
34214,Breakfast Club,2178.0
34215,Kelly Anne Christopher Elliott,2178.0
34216,William Schack,2178.0
34217,SHARON BARRY NEWBY FOR CONGRESS,2178.0
34218,"Steve Fineberg & Associates, Inc",2178.0
34219,Wyoming Department of Education,2178.0
34220,David Say Edwards,2178.0
34221,Mark Gregory Lercher,2178.0
34222,Julie Tucker for New Hampshire House,2178.0
34223,Rian Ingrim for Congress,2178.0
34224,PRESENTATION LANTERN CENTER,2178.0
34225,Caren L Fitzpatrick,2178.0
34226,Justin Scott Grier,2178.0
34227,"Big Doinks, LLC",2178.0
34228,Mugs2go,2178.0
34229,Cristina Garcia for Assembly 2020,2178.0
34230,Donna Brown Newton,2178.0
34231,Taylor Kimball Barlow,2178.0
34232,Linda Bartz for St. Lucie County Commission District 3,2178.0
34233,Ethan S Brownell,2178.0
34234,Neumann For Congress Committee,2178.0
34235,COLLIER FREEDOM INC,2178.0
34236,VICTOR ANTHONY GUTIERREZ-SCHULTZ,2178.0
34237,Kelly Scott Drewrey,2178.0
34238,Kip Williams Psychotherapy (A Marriage & Family Therapy Corporation),2178.0
34239,Oliver Cannady,2178.0
34240,Christopher Charles Simmons,2178.0
34241,Brian Thomas Hudgins,2178.0
34242,Richard Jason Richardson,2178.0
34243,Guadalupe Enllana,2178.0
34244,Monroe Jeffrey,2178.0
34245,Irenic Clothing Co,2178.0
34246,Steven Patrick Jackson,2178.0
34247,Dareth Lea Livengood,2178.0
34248,Ryan Thomas Davidson,2178.0
34249,Reginald Brian Jeffries,2178.0
34250,Ohio Association of Advanced Practice Nurses,2178.0
34251,William C Butler,2178.0
34252,Scott Jeffery Burlingame,2178.0
34253,"Robert ""Brent"" Meadows for Wayne County Coroner",2178.0
34254,GRUNGO COLARULO LLC,2178.0
34255,"Annabelle's Interiors, Inc.",2178.0
34256,Northwest Michigan Libertarian Party,2178.0
34257,CASA OF ROCK COUNTY INC.,2178.0
34258,Gabriel Cruz Casillas,2178.0
34259,Delmar Bryan Davis,2178.0
34260,EdChoice Kentucky,2178.0
34261,Juliet D Harvey Bolia,2178.0
34262,YIMBY ACTION,2178.0
34263,Jocelyn Ryder Training and Consulting,2178.0
34264,"Buy Republican - Not authorized by any candidate or candidate's committee. 4023 Montrose Blvd Houston, TX 77001",2178.0
34265,Ray A Toups,2178.0
34266,Kathleen Thrasher Enge,2178.0
34267,"PETTIS, COUNTY OF",2178.0
34268,Meyer 4 Oregon,2178.0
34269,Veronica Lenci Illustration,2178.0
34270,Luke Lorenz,2178.0
34271,Tampa Tiger Bay Club,2178.0
34272,Margaret Ann Futral,2178.0
34273,Kazy Store LLC,2178.0
34274,Robert Allen Wilber,2178.0
34275,Kingdom Building Innovations Christian Church,2178.0
34276,Rebecca S Lang,2178.0
34277,Diane Josephine Kilivris,2178.0
34278,James Conrad Diaz,2178.0
34279,"Braintree Chamber of Commerce, an Affiliate of South Shore Chamber",2178.0
34280,Rachel Eileen Swedish,2178.0
34281,Baxter County Libertarian Party of Arkansas,2178.0
34282,Delrae Pope for School Board,2178.0
34283,Travis Charles Balitz,2178.0
34284,Illian Nastashia Sherman Callender,2178.0
34285,Mavis Bates For Kane 4,2178.0
34286,A Just America Political Action Committee,2178.0
34287,Elect Arturo Sanchez,2178.0
34288,Billye Denise Rusk,2178.0
34289,CT Examiner LLC,2178.0
34290,Karynn M Cavero,2178.0
34291,MUUSJA - Minnesota Unitarian Universalist Social Justice Alliance,2178.0
34292,Unpacked Living Inc.,2178.0
34293,WOMENS VOICES FOR THE EARTH,2178.0
34294,Wellesley Centers for Women,2178.0
34295,Rhonda Seth Campaign,2178.0
34296,Rafael Nicolrsy Urena,2178.0
34297,Darrah Campaign Committee,2178.0
34298,MKT Distillery LLC,2178.0
34299,Meer Foundation USBD Inc ,2178.0
34300,Casey Patrick Graham,2178.0
34301,Karen Johnson Davidson County Register of Deeds,2178.0
34302,RandenKan22,2178.0
34303,Indy Teachers for Public Schools,2178.0
34304,Rebekah Jordan Gienapp,2178.0
34305,Committee to Elect Daniel Elliott,2178.0
34306,Tracy O. King Campaign,2178.0
34307,Eileen Watts for State Central Committee,2178.0
34308,Paul Jason Oxendine,2178.0
34309,Amanda Ilene Singletary,2178.0
34310,Steven Carroll Stockman,2178.0
34311,David E Romaker,2178.0
34312,Rio Tinto Kennecott,2147.5
34313,The Daily Trumplican LLC,2146.5
34314,Lyman Bishop for Governor,2145.5
34315,City of Pompano Beach,2145.5
34316,St. Andrew's O.C.C. St-Andrewsocc.org and OrthodoxChurch.nl,2145.5
34317,Samuel Nunez,2145.5
34318,Elemental Excelerator Inc,2144.5
34319,Delaware Coalition Against Gun Violence,2143.5
34320,Priests for Life,2143.5
34321,Shaun Martin Tacke,2143.5
34322,"Greene Broillet & Wheeler, LLP",2143.5
34323,"Burroughs, Jelks-Bandison, & Diaz For Essex County Freeholder",2142.5
34324,The Committee to elect Robert Kelly City council 2020 FPPC# Pending,2142.5
34325,HIAALegislation.org,2142.5
34326,"Royse Events, LLC",2142.5
34327,Mike Dodson for Kansas House,2142.5
34328,Yes on A for MUSD 2020. FPPC #1424222. ,2140.5
34329,CALIFORNIA ASSOCIATION OF HOSPITALS AND HEALTH SYSTEMS,2140.5
34330,"JRD Social Media, LLC",2140.5
34331,Tricia Keane for Pasadena City Council 2020 FPPC ID #1422828,2139.5
34332,Samantha L Fox,2139.5
34333,Julie Leavens Hupp for Rocklin School Board,2138.5
34334,Greater Phoenix Chamber of Commerce,2138.5
34335,Elect Oscar Delgado,2137.5
34336,Joshua Grant Borderud,2136.5
34337,Taylor for Mayor Campaign,2136.5
34338,LIBERTARIAN PRAGMATIST CAUCUS,2136.5
34339,Aaron Joshua Bacchi,2135.5
34340,"Committee to elect Kenneth E. Coggins, GA House of Representative",2135.5
34341,Dea  Howard,2134.5
34342,WV FREE,2134.5
34343,"F&L, LLC",2134.5
34344,Daniel Narkaus Dorran,2132.5
34345,"Beacon Press, a Division of Unitarian Universalist Association",2132.5
34346,Democratic Non Urban Caucus,2130.5
34347,Elizabeth Greenewald,2130.5
34348,"Georgel L. Puicar, Write-In George Puicar",2130.5
34349,Ronald T Kim,2130.5
34350,City of Columbus,2130.5
34351,Chelsea Cochran Schuyler,2130.5
34352,Yvonne Yiu for City Council 2020 ID#1419742,2129.5
34353,TOM DRUM CAMPAIGN,2129.5
34354,Matthew Lee Etheridge,2128.5
34355,The Homisides,2128.5
34356,Stephen John Erickson,2128.5
34357,Samuel Albert Mabry,2128.5
34358,Locomotive Ventures LLC,2128.5
34359,Keith J Perniciaro,2128.5
34360,Crow Lives Matter,2128.5
34361,360WiSE NETWORK llc,2128.5
34362,Virginia Marie Morgan,2128.5
34363,Denver Democratic Central Committee - HD4,2128.5
34364,Patricia Anne Kemp,2128.5
34365,Swodeck for Pomona City Council 2020,2128.5
34366,Samip P Joshi,2128.5
34367,Elect Monty Vest,2128.5
34368,Jennifer Ann Jasper,2128.5
34369,David Anthony Popeck,2128.5
34370,Will Gaskins,2128.5
34371,Gary Robert Karp,2128.5
34372,SEV PALACIOS FOR NC STATE SENATE,2128.5
34373,Jonathan Lee,2128.5
34374,STOP IT NOW!,2128.5
34375,Gabriel R Helms,2128.5
34376,Committee to Elect Mat King Sheriff,2128.5
34377,Kristin McGuire for Charter Oak School Board 2020,2128.5
34378,Skylar Vance Mccune,2128.5
34379,James Scott Buttram,2128.5
34380,Friends of Hiruy Hadgu,2128.5
34381,Common Sense Institute,2128.5
34382,Crai G Wats O N Mass Masserant,2128.5
34383,Rep. Greg Markkanen,2128.5
34384,EPA Financial Services,2128.5
34385,Gerardo Javier Zamora,2128.5
34386,Marcia Guthrie For City Council 2020,2128.5
34387,Ads-Up Refugee Network,2128.5
34388,Snow Castle Media,2128.5
34389,Bowen for Missouri,2128.5
34390,Robert Douglas Dobkowski,2128.5
34391,Thomas Scarano,2128.5
34392,Sergio Enrique Ortiz,2128.5
34393,California Streaming,2128.5
34394,Michael John Fondots,2128.5
34395,Vanda Teresa Moore,2128.5
34396,BARBARA ANNE BYRUM-DELANEY,2128.5
34397,Hackney & Hackney Communications,2128.5
34398,Patchogue 2020,2128.5
34399,Fire Fighters Local 4416 Political Action Committee,2128.5
34400,Briandarrell Gilbert,2128.5
34401,Danny Thomas Zamora,2128.5
34402,The Committee to Elect Brad Jones,2128.5
34403,Committee to Elect Bryan Vander Lugt to School Board 2020,2128.5
34404,Institute for Freedom and Justice,2128.5
34405,Diana Consuelo Williams,2128.5
34406,Ferrell Haile for State Senate,2128.5
34407,"Melanie Wright, Republican for Clay County, FL Superintendent of Schools",2128.5
34408,Robert Joseph Herrmann,2128.5
34409,Amber Nicole Riddle,2128.5
34410,Committee to Elect Brienne Godfrey,2128.5
34411,"The Committee to Elect Sylvia (Cervantez) Orozco, 2020, School Board ID 1267791",2128.5
34412,Adam Allen City Council ,2128.5
34413,Vanessa Black Law Firm,2128.5
34414,COMMUNITY FOUNDATION BOULDER COUNTY,2128.5
34415,Friends of Dave Alvord,2128.5
34416,Revolve Impact,2128.5
34417,Brent Charles Bluthardt,2128.5
34418,Omar Isaiah Baca,2128.5
34419,Cuyahoga County,2128.5
34420,BLM BOOKS,2128.5
34421,CompassionRx,2128.5
34422,AMIGOS INTERNACIONALES CORPORATION,2128.5
34423,Theodore Richard Block,2128.5
34424,Your Stark Parks,2128.5
34425,Dean Lee Tinnin,2128.5
34426,Allyson Catherine Foerster,2128.5
34427,Jessica for SD,2128.5
34428,Cornerstone Action,2128.5
34429,Nick Brosseau for State Rep,2128.5
34430,Derek Anton Evans,2128.5
34431,Maxlouis Anderson,2128.5
34432,Galadriel Johnson for Clerk of Superior Court ,2128.5
34433,Celeste S Homaychak,2128.5
34434,Alexander Henry Hastie,2128.5
34435,Kraska & Werner for Somerville 2020,2128.5
34436,Charlotte Claire Lucerotrask,2128.5
34437,Shanice Whitley Johnson,2128.5
34438,Brandon William Waddell,2128.5
34439,Peter Alexius Lauzon,2128.5
34440,Committee for a Better Tomorrow starts today with Terry Whitney,2128.5
34441,Kwame Rashaan Brown,2128.5
34442,Progressive Sarasota,2128.5
34443,Milos None Djordjevic,2128.5
34444,Jennifer L Price,2128.5
34445,Mary Latina Mayville,2128.5
34446,John Kelly 4 House 2020,2128.5
34447,Green Party of Pima County,2128.5
34448,William Guido Buoni,2128.5
34449,Brandon Holland for Kansas,2128.5
34450,CPAC Environmental Solutions,2128.5
34451,"RETHINKING FOREIGN POLICY, INC",2128.5
34452,Bethany Smith for School Board 2020,2128.5
34453,Heather Elizabeth Grossmann,2128.5
34454,Seacoast Education Association Political Action Committee,2128.5
34455,Wes Breckenridge for State Representative,2128.5
34456,Grow Ahead,2128.5
34457,Alaska AFL-CIO,2128.5
34458,Campaign Fund of Eric E. Whisman,2128.5
34459,Interfaith Coalition of Bowie,2128.5
34460,SEIU Nevada Local 1107,2128.5
34461,David Abramson for Yolo County Supervisor 2020,2128.5
34462,CRISTA Ministries,2128.5
34463,"Daniel S Gonzales, Attorney at Law",2128.5
34464,Denton Burr for Temecula,2128.5
34465,Steven Ferrandi for Narragansett Town Council,2128.5
34466,Brian Christopher Rusch,2128.5
34467,Pedro Maykel Alvarez,2128.5
34468,City of Blue Springs,2128.5
34469,RE/MAX Legacy Living,2128.5
34470,Canal Alliance,2128.5
34471,Campaign Fund of Jesse Parks,2128.5
34472,Jerel Robert Wade,2128.5
34473,Shirtactivist,2128.5
34474,Maria Barnes for House District 72,2128.5
34475,Robert Regan for State Rep,2128.5
34476,Phillip Thomas Mendiola Long,2128.5
34477,Daniel Ethan Ruggles,2128.5
34478,Ian James Smith,2128.5
34479,Onder for Missouri ,2097.0
34480,Laura Friedman for Assembly 2020,2096.0
34481,Nathan D Shaffer,2096.0
34482,Fair Tax for Timeshares,2094.0
34483,Daniel Martinez,2094.0
34484,Carlton Murray Mansfield,2093.0
34485,Lamar Proctor for District Court Judge,2093.0
34486,Carl Schmitz for Posey County Commissioner,2093.0
34487,Greenland Republican Committee,2093.0
34488,Nina Elizabeth Williams,2093.0
34489,Storm Hamilton for Supervisor of Elections Campaign,2091.0
34490,Healthcare Education Project,2091.0
34491,Blades for School Board 2020,2091.0
34492,Mobile County Republican Executive Committee,2090.0
34493,CULTURAL HERITAGE PARTNERS PLLC,2088.0
34494,Economic Security for Illinois,2088.0
34495,Roberto Enrique Tellez,2088.0
34496,Randy Price for Alabama Senate District 13,2087.0
34497,Michael Sherman Ralph,2087.0
34498,Vote Teton Valley,2086.0
34499,Goethe Pop Up Seattle,2085.0
34500,Enviva Biomass,2085.0
34501,Campaign to Elect Vickie Butler,2085.0
34502,Jeffrey William Breitbart,2085.0
34503,San Joaquin County Sheriff's Office ,2085.0
34504,People for Halle Quezada,2084.0
34505,Zoom News Click,2084.0
34506,FARM ANIMAL REFORM MOVEMENT INC,2084.0
34507,JINEEA FOR CONGRESS,2083.0
34508,democrastreet wear,2083.0
34509,Kevindale Hoffer,2083.0
34510,Haunted Waterpark,2083.0
34511,"Custom Branded Masks, a division of 4Gen Digital",2083.0
34512,Dr Jon Spiers,2082.0
34513,Martin Joseph Pinson,2082.0
34514,"HEAR MY STORY, INC.",2082.0
34515,Bodi Daniel Creed,2081.0
34516,Tyler Doyle Whitlow,2081.0
34517,TEXAS ORGANIZING PROJECT,2081.0
34518,Friends of Anthony Moore 2020,2081.0
34519,Forty Fourth Prez,2081.0
34520,Aaron D Loudermilk,2081.0
34521,Campaign to Elect Britton Watson,2080.0
34522,Abiel Flores for County Court at Law 9,2080.0
34523,Friends of Mark E. Williams,2080.0
34524,Friends of Ryan Covert,2080.0
34525,Heather Nicole Macdonald,2080.0
34526,Committee to Elect Hazel Coleman Chavis,2080.0
34527,Christopher William Bacik,2079.0
34528,Carol Ferranti,2079.0
34529,Michael James Powell,2079.0
34530,Daryan Silvestre,2079.0
34531,WILD SALMON CENTER,2079.0
34532,Johnson Law Group,2079.0
34533,William J Jr Grayson,2079.0
34534,Best Money Tips,2079.0
34535,Daniel Kemph,2079.0
34536,Paul Michael Lockhart,2079.0
34537,Jeffrey S Firkins,2079.0
34538,Adam Lawrence Lui,2079.0
34539,Breanna Katelyn Curry,2079.0
34540,Tyler Glenn Boos,2079.0
34541,TopRatedDentist.org,2079.0
34542,Mirick for School Committee,2079.0
34543,Alaska Conservative Leadership,2079.0
34544,"John ""Jack"" Ducharme for House District 111",2079.0
34545,Bill Smith for Mayor,2079.0
34546,Lorena  Corona,2079.0
34547,Goochland Cares,2079.0
34548,Justice James Madl,2079.0
34549,Leanne Tellam,2079.0
34550,Susan Kay Cummings,2079.0
34551,Gaskill for State Representative,2079.0
34552,Vote Bob Prescott,2079.0
34553,Cody Reedy,2079.0
34554,Grown Women Dance Collective,2079.0
34555,Natalie Ann Rivera,2079.0
34556,Acadia Parish Police Jury,2079.0
34557,Gobierno Municipal de Palm Springs,2079.0
34558,West Orlando News,2079.0
34559,Patrick Dennis Oconnell,2079.0
34560,Janice Marie Shields,2079.0
34561,Bighorn Spirits,2079.0
34562,Committee to Elect Roger Fischer Western District Commissioner,2079.0
34563,Thomas Payton,2079.0
34564,Drag Out The Vote,2079.0
34565,Charles G Russo,2079.0
34566,Jeffrey S Miller,2079.0
34567,Gabi Shame Canales,2079.0
34568,Cathy E Coleman,2079.0
34569,"GREATER YELLOWSTONE COALITION, INC.",2079.0
34570,Medford Food Co-op,2079.0
34571,Daniel Roberto Pena,2079.0
34572,Jamie Lee Armstrong,2079.0
34573,HUMANITY FORWARD FUND,2079.0
34574,US Resist News,2079.0
34575,Dr. Aura Imbarus for PVP USD,2079.0
34576,Committee to Elect Erik Goebel,2079.0
34577,Dawn Marie Roden,2079.0
34578,Christopher Jay Ward,2079.0
34579,Garwood Republican Committee,2079.0
34580,GREEN UMBRELLA,2079.0
34581,Citizens for Nicole Harris-Crest,2079.0
34582,BLAIR REYNOLDS FOR CONGRESS,2079.0
34583,John Beacham,2079.0
34584,Naples Zoo,2079.0
34585,zions greek boutique llc,2079.0
34586,"NEW ENGLAND FORESTRY FOUNDATION, INC.",2079.0
34587,Portland Tenants United,2079.0
34588,David Alexander Johnson Jr,2079.0
34589,Lincoln County Citizens for Real Progress Committee,2079.0
34590,Jennifer Conway And Alena Maunder For SMCSD Board 2020,2079.0
34591,Maria Roxanne Friedman,2079.0
34592,The Michael Dillard Campaign,2079.0
34593,Sparker's Soapbox LLC,2079.0
34594,Ernest Charles Morfeld,2079.0
34595,Greg Mashburn,2079.0
34596,Susan Rene Moore,2079.0
34597,Christopher Scott Beals,2079.0
34598,The Salon People,2079.0
34599,Jimmy D Warren,2079.0
34600,The Williams and Rackins Firm,2079.0
34601,Mark For Florida House District 70,2079.0
34602,Rodenbiker for School Board,2079.0
34603,Dennis Bynum for State Representative,2079.0
34604,Hao Wu for SC Senate 6,2079.0
34605,Michael Paul Vansant,2079.0
34606,Joshua Dunne for Missouri,2079.0
34607,Nathan George Levitsky Simon,2079.0
34608,Taras W Rudko,2079.0
34609,Andrew Scott Ferguson,2079.0
34610,Deborah L Bibby,2079.0
34611,Chapman for Senate,2079.0
34612,New Mexico Black Voters Collaborative,2079.0
34613,Dutch By Association,2079.0
34614,Patrick J Keschl,2079.0
34615,Barry Lynn Townsend,2079.0
34616,Ashley Faith Graves,2079.0
34617,Alder Commons,2079.0
34618,Elect KRJ,2079.0
34619,Willie James Bamberg Ii,2079.0
34620,North Dakota Young Republicans,2079.0
34621,Jonathan M Perez,2079.0
34622,Racism Never Sleeps Project,2079.0
34623,GENA ROSS FOR CONGRESS CANDIDATE,2079.0
34624,Georgia Medical Cannabis Society (Inc.),2079.0
34625,Anthony A Wynohrad,2079.0
34626,Republican Party of Riverside County,2079.0
34627,Anthony Wayne Hunter,2079.0
34628,JAY ALLEN FOR MAINE,2079.0
34629,Pitman Republican Executive Committee,2079.0
34630,Committee to Elect Doug Sahberg Sheriff,2079.0
34631,Save A Trumper,2079.0
34632,David Duff,2079.0
34633,Holly Heather Howell,2079.0
34634,Eric Russell For Wylie City Council,2079.0
34635,The Yootopian,2079.0
34636,Tazewell County Republican Central Committee,2079.0
34637,Settle For Biden Van,2079.0
34638,Abigail Ann Homan,2079.0
34639,Christopher Joseph Welch,2079.0
34640,Kolesar for Judge Committee,2079.0
34641,Clermont for Trump,2079.0
34642,Voz Workers' Rights Education Project,2079.0
34643,Darrell Eugene Champer,2079.0
34644,VoteEvergreen,2079.0
34645,Richard Ucheabuchi Ojeh,2079.0
34646,Nick Graham For County Clerk,2079.0
34647,Eileen M Odonnell,2079.0
34648,Vail-Shirey for Clinton County,2079.0
34649,The Garden Community Church,2079.0
34650,Brandon Presley Campaign,2079.0
34651,Manuel Louis Soliz,2079.0
34652,John E Kilberg,2079.0
34653,Loudenslager for Wisconsin Court of Appeals,2079.0
34654,Overture Walker for Richland County Council,2079.0
34655,HavasuForTrump.com - G.Kraft,2079.0
34656,Lyles for State Representative Campaign,2079.0
34657,Scott Alan Brown,2079.0
34658,Robert Smith for Alderman,2079.0
34659,Rebecca Wood,2079.0
34660,Wake County Democratic Party,2079.0
34661,Steve Ahmann Kandiyohi County District 2 Commissioner on his own behalf ,2079.0
34662,Shenandoah County Democratic Committee,2079.0
34663,Charles Peter Dewandeler,2079.0
34664,Oregon Report LLC,2079.0
34665,PGSAO,2079.0
34666,'Ohana O Marilyn,2079.0
34667,Adam Block,2079.0
34668,MO BROOKS FOR CONGRESS,2047.5
34669,Oklahoma School Districts Gone Wild,2046.5
34670,THE PEOPLE FOR RUSH DARWISH,2046.5
34671,SHANDON PHAN FOR CONGRESS,2046.5
34672,Committee to Elect Will Smith,2045.5
34673,Priorities for Progress Independent Expenditure Political Action Committee,2045.5
34674,FORTUIN FOR GEORGIA,2045.5
34675,Conservative Leadership Fund,2045.5
34676,Better Days 2020 ,2042.5
34677,Southern Alliance for Clean Energy ,2042.5
34678,Janz for Mayor 2020,2042.5
34679,Kristopher Yve Decossard,2041.5
34680,International Paper,2040.5
34681,Deepen Kothari for Clark County Commissioner,2039.5
34682,Friends of Scott Spiker,2039.5
34683,Leigh Altman for County Commission,2039.5
34684,Terra Glenn Stephenson,2038.5
34685,Rep. Donna Shalala,2038.5
34686,"Mountain View Residents for Renter, Homeowner, & Taxpayer Protections, Yes on D, sponsored by the California Apartment Association. Committee Major Funding from: Prometheus Real Estate Group and affiliated entities, Richard Tod Spieker including Spieker Companies",2038.5
34687,Britain Avery Miethe,2037.5
34688,The Prince George's Committee to Elect the Sitting Judges Slate,2037.5
34689,Committee to Elect Natalie Higgins,2037.5
34690,WCP WEB CITY PROPERTIES INC,2037.5
34691,EARLY CHILDHOOD COUNCIL OF LARIMER C,2036.5
34692,ILLINOIS 14 ALLIANCE,2036.5
34693,Javier Jean Dutrey,2036.5
34694,Mason Edward Simons,2036.5
34695,Georgetown Law,2035.5
34696,Lisa M Starbuck,2035.5
34697,Elect Albert Murray,2035.5
34698,Committee to Elect VPapajesk,2035.5
34699,"Bethany Bachman for BCSD Board of Trustees, Area 5",2035.5
34700,Andrew Gary Luker,2034.5
34701,Peter Jones Weldon,2034.5
34702,Nasty Woman Collective,2034.5
34703,Committee to Elect Wesley Stone,2034.5
34704,Friends of Maggie O'Keefe,2033.5
34705,Studio Bubbles,2033.5
34706,Gabrielle Brea Grande,2032.5
34707,Sheffield for School Board 2020,2032.5
34708,Vote for Byrd,2032.5
34709,CLEAN ENERGY ECONOMY FOR THE REGION,2032.5
34710,"MARINE RESOURCES COUNCIL OF EAST FLORIDA, INC.",2032.5
34711,Alexander Todd Alexander Todd,2031.5
34712,Civics Unplugged ,2031.5
34713,Shawn David Camp,2030.5
34714,Brian Duncan for State House,2030.5
34715,Elect Doug Wills,2029.5
34716,Timothy J Reed,2029.5
34717,"Phi.estate™ group at eXp Realty® (Yuriy FIgel, Real estate broker in IL)",2029.5
34718,Committee to Elect Mark Ireson,2029.5
34719,Christine David for Atherton Town Council 2020,2029.5
34720,MarkleyforSheriff,2029.5
34721,Chicago Immigration Advocates Law Offices,2029.5
34722,Michael J Weeks,2029.5
34723,Tiffany Menelva Blunt,2029.5
34724,"VERMONT FOODBANK, INC.",2029.5
